Council name,Contest Name,First Name,Surname,Party Description,
South Lanarkshire Council,Ward 8 - East Kilbride Central North,Hugh,MACDONALD,Scottish National Party (SNP),
South Lanarkshire Council,Ward 8 - East Kilbride Central North,Stuart,MCLEAN,Hope Over Fear,
South Lanarkshire Council,Ward 8 - East Kilbride Central North,Alice Marie,MITCHELL,Scottish Labour Party,
South Lanarkshire Council,Ward 8 - East Kilbride Central North,John,RINTOUL,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 8 - East Kilbride Central North,James,THORNBURY,Scottish Green Party,
South Lanarkshire Council,Ward 8 - East Kilbride Central North,Sheena,WARDHAUGH,Scottish National Party (SNP),
South Lanarkshire Council,Ward 9 - East Kilbride West,Monique,MCADAMS,Scottish Labour Party,
South Lanarkshire Council,Ward 9 - East Kilbride West,Billy,MCLEAN,Scottish Green Party,
South Lanarkshire Council,Ward 9 - East Kilbride West,Ian,HARROW,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 9 - East Kilbride West,David,MACKAY,UKIP,
South Lanarkshire Council,Ward 9 - East Kilbride West,Ewan Alexander,MCROBERT,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 9 - East Kilbride West,Ali,SALAMATI,Scottish National Party (SNP),
South Lanarkshire Council,Ward 9 - East Kilbride West,David,WATSON,Scottish National Party (SNP),
South Lanarkshire Council,Ward 10 - East Kilbride East,John,CAIRNEY,Independent,
South Lanarkshire Council,Ward 10 - East Kilbride East,Brian,DOOLAN,UKIP,
South Lanarkshire Council,Ward 10 - East Kilbride East,Lorna Menzies Paterson,GALL,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 10 - East Kilbride East,Gladys,MILLER,Scottish National Party (SNP),
South Lanarkshire Council,Ward 10 - East Kilbride East,Isabel,PERRATT,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 10 - East Kilbride East,Kirsten,ROBB,Scottish Green Party,
South Lanarkshire Council,Ward 10 - East Kilbride East,Graham,SCOTT,Scottish Labour Party,
South Lanarkshire Council,Ward 10 - East Kilbride East,Jim,WARDHAUGH,Scottish National Party (SNP),
South Lanarkshire Council,Ward 11 - Rutherglen South,Robert,BROWN,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 11 - Rutherglen South,Margaret,COWIE,Labour and Co-operative Party,
South Lanarkshire Council,Ward 11 - Rutherglen South,Brian Stuart,FINLAY,Scottish Green Party,
South Lanarkshire Council,Ward 11 - Rutherglen South,Taylor,MUIR,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 11 - Rutherglen South,Carol,NUGENT,Scottish National Party (SNP),
South Lanarkshire Council,Ward 11 - Rutherglen South,Jack,SINCLAIR,UKIP,
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Raymond,BURKE,Scottish Green Party,
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Janine,CALIKES,Scottish National Party (SNP),
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Gordon,CLARK,Scottish National Party (SNP),
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Liz,KEENAN,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Gerard,KILLEN,Labour and Co-operative Party,
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Martin Patrick,LENNON,Labour and Co-operative Party,
South Lanarkshire Council,Ward 12 - Rutherglen Central and North,Jared,WARK,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 13 - Cambuslang West,John,BRADLEY,Scottish National Party (SNP),
South Lanarkshire Council,Ward 13 - Cambuslang West,Margaret,WALKER,Scottish Labour Party,
South Lanarkshire Council,Ward 13 - Cambuslang West,Don,FERGUSON,Independent,
South Lanarkshire Council,Ward 13 - Cambuslang West,Kieran James,KIELY,UKIP,
South Lanarkshire Council,Ward 13 - Cambuslang West,Ann,LE BLOND,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 13 - Cambuslang West,David,MCCLEMONT,Scottish Green Party,
South Lanarkshire Council,Ward 13 - Cambuslang West,Clare,MCCOLL,Scottish National Party (SNP),
South Lanarkshire Council,Ward 13 - Cambuslang West,Norman,RAE,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 14 - Cambuslang East,Walter,BROGAN,Scottish Labour Party,
South Lanarkshire Council,Ward 14 - Cambuslang East,Ellen,BRYSON,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 14 - Cambuslang East,Gavin,DOUGLAS,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 14 - Cambuslang East,Alistair,FULTON,Scottish National Party (SNP),
South Lanarkshire Council,Ward 14 - Cambuslang East,Stuart,GALLACHER,Scottish Labour Party,
South Lanarkshire Council,Ward 14 - Cambuslang East,Katy,LOUDON,Scottish National Party (SNP),
South Lanarkshire Council,Ward 14 - Cambuslang East,Laura,MARTIN,Scottish Green Party,
South Lanarkshire Council,Ward 14 - Cambuslang East,James,MOORE,"Scottish Unionists, Proudly Scottish, Proudly British",
South Lanarkshire Council,Ward 15 - Blantyre,Maureen,CHALMERS,Scottish National Party (SNP),
South Lanarkshire Council,Ward 15 - Blantyre,Alan Henderson,FRASER,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 15 - Blantyre,Ashley,HUBBARD,Tommy Sheridan - Solidarity - Hope Over Fear,
South Lanarkshire Council,Ward 15 - Blantyre,Michael,MCGLYNN,Scottish National Party (SNP),
South Lanarkshire Council,Ward 15 - Blantyre,Gerry,MCMAHON,Scottish Socialist Party - Save our services,
South Lanarkshire Council,Ward 15 - Blantyre,Mo,RAZZAQ,Scottish Labour Party,
South Lanarkshire Council,Ward 15 - Blantyre,Stephen,REID,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 15 - Blantyre,Bert,THOMSON,Scottish Labour Party,
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,Maureen,DEVLIN,Scottish Labour Party,
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,James,FERGUSON,Scottish Green Party,
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,Kenny,MCCREARY,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,James,MCGUIGAN,Scottish National Party (SNP),
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,Colin,ROBB,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 16 - Bothwell and Uddingston,Phil,SYKES,Scottish National Party (SNP),
South Lanarkshire Council,Ward 17 - Hamilton North and East,Balarabe,BABA,Independent,
South Lanarkshire Council,Ward 17 - Hamilton North and East,David,BENNIE,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 17 - Hamilton North and East,Jason,DOUGLAS,Scottish National Party (SNP),
South Lanarkshire Council,Ward 17 - Hamilton North and East,Steven,HANNIGAN,Scottish Green Party,
South Lanarkshire Council,Ward 17 - Hamilton North and East,Martin Grant,HOSE,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 17 - Hamilton North and East,Davie,MCLACHLAN,Scottish Labour Party,
South Lanarkshire Council,Ward 17 - Hamilton North and East,Nina,REEVES,Scottish Labour Party,
South Lanarkshire Council,Ward 17 - Hamilton North and East,Stephanie,CALLAGHAN,Scottish National Party (SNP),
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Mary,DONNELLY,Scottish National Party (SNP),
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Allan,FALCONER,Scottish Labour Party,
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Graeme,HORNE,Scottish National Party (SNP),
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Mark,MCGEEVER,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Jean,MCKEOWN,Scottish Labour Party,
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Mark Robert,RUSTON,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 18 - Hamilton West and Earnock,Christine,WRIGHT,Scottish Green Party,
South Lanarkshire Council,Ward 19 - Hamilton South,Joanne,FERGUSON,Scottish Liberal Democrats,
South Lanarkshire Council,Ward 19 - Hamilton South,John,KANE,Scottish Green Party,
South Lanarkshire Council,Ward 19 - Hamilton South,Joe,LOWE,Scottish Labour Party,
South Lanarkshire Council,Ward 19 - Hamilton South,Brian,MCCAIG,Scottish Labour Party,
South Lanarkshire Council,Ward 19 - Hamilton South,Lynne,NAILON,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 19 - Hamilton South,John,ROSS,Scottish National Party (SNP),
South Lanarkshire Council,Ward 19 - Hamilton South,Josh,WILSON,Scottish National Party (SNP),
South Lanarkshire Council,Ward 20 - Larkhall,Bobby,BULLOCH,Scottish Green Party,
South Lanarkshire Council,Ward 20 - Larkhall,Jackie,BURNS,Scottish Labour Party,
South Lanarkshire Council,Ward 20 - Larkhall,Andy,CARMICHAEL,Scottish Labour Party,
South Lanarkshire Council,Ward 20 - Larkhall,Peter,CRAIG,Scottish National Party (SNP),
South Lanarkshire Council,Ward 20 - Larkhall,Donald,MACKAY,UKIP,
South Lanarkshire Council,Ward 20 - Larkhall,Donald,MACLEOD,Scottish National Party (SNP),
South Lanarkshire Council,Ward 20 - Larkhall,Lesley,MCDONALD,Scottish Labour Party,
South Lanarkshire Council,Ward 20 - Larkhall,Richard,NELSON,Scottish Conservative and Unionist,
South Lanarkshire Council,Ward 20 - Larkhall,Lindsay,WATT,Scottish Liberal Democrats,
152,,,,,
Stirling Council,Ward 1 - Trossachs and Teith,Gordon,COWTAN,Scottish Green Party,
Stirling Council,Ward 1 - Trossachs and Teith,Martin,EARL,Scottish Conservative and Unionist,
Stirling Council,Ward 1 - Trossachs and Teith,Jeremy,MCDONALD,Scottish Conservative and Unionist,
Stirling Council,Ward 1 - Trossachs and Teith,Gerry,MCGARVEY,Scottish Labour Party,
Stirling Council,Ward 1 - Trossachs and Teith,Galen,MILNE,Scottish Liberal Democrats,
Stirling Council,Ward 1 - Trossachs and Teith,Evelyn,TWEED,Scottish National Party (SNP),
Stirling Council,Ward 1 - Trossachs and Teith,Fergus,WOOD,Scottish National Party (SNP),
Stirling Council,Ward 2 - Forth and Endrick,Alistair,BERRILL,Scottish Conservative and Unionist,
Stirling Council,Ward 2 - Forth and Endrick,Robert,DAVIES,Scottish Conservative and Unionist,
Stirling Council,Ward 2 - Forth and Endrick,Graham,LAMBIE,Scottish National Party (SNP),
Stirling Council,Ward 2 - Forth and Endrick,Michael,MARTEN,Scottish Green Party,
Stirling Council,Ward 2 - Forth and Endrick,Evan,MCLEAN,Independent,
Stirling Council,Ward 2 - Forth and Endrick,Ian,MUIRHEAD,Scottish National Party (SNP),
Stirling Council,Ward 2 - Forth and Endrick,Richard,SIMPSON,Scottish Labour Party,
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Stuart,AULD,Scottish Liberal Democrats,
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Douglas,DODDS,Scottish Conservative and Unionist,
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Graham,HOUSTON,Scottish National Party (SNP),
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Rosemary,HUNTER,Scottish National Party (SNP),
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Alastair,MAJURY,Scottish Conservative and Unionist,
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Mike,ROBBINS,Scottish Labour Party,
Stirling Council,Ward 3 - Dunblane and Bridge of Allan,Alasdair,TOLLEMACHE,Scottish Green Party,
Stirling Council,Ward 4 - Stirling North,Chloe,CAMPBELL,Scottish Green Party,
Stirling Council,Ward 4 - Stirling North,Danny,GIBSON,Scottish Labour Party,
Stirling Council,Ward 4 - Stirling North,Susan,MCGILL,Scottish National Party (SNP),
Stirling Council,Ward 4 - Stirling North,Ross,OXBURGH,Scottish Conservative and Unionist,
Stirling Council,Ward 4 - Stirling North,Jen,PRESTON,Scottish Labour Party,
Stirling Council,Ward 4 - Stirling North,Fayzan,REHMAN,Scottish Liberal Democrats,
Stirling Council,Ward 4 - Stirling North,Jim,THOMSON,Scottish National Party (SNP),
Stirling Council,Ward 4 - Stirling North,James,MCDONALD,Independent,
Stirling Council,Ward 5 - Stirling West,Neil,BENNY,Scottish Conservative and Unionist,
Stirling Council,Ward 5 - Stirling West,Scott,FARMER,Scottish National Party (SNP),
Stirling Council,Ward 5 - Stirling West,Morag,FULTON,Scottish National Party (SNP),
Stirling Council,Ward 5 - Stirling West,Kevin,RALSTON,Scottish Green Party,
Stirling Council,Ward 5 - Stirling West,Christine,SIMPSON,Scottish Labour Party,
Stirling Council,Ward 5 - Stirling West,Robert,SKILLETER,Scottish Liberal Democrats,
Stirling Council,Ward 6 - Stirling East,Bryan,FLANNAGAN,Scottish Conservative and Unionist,
Stirling Council,Ward 6 - Stirling East,William,GALLOWAY,Scottish Liberal Democrats,
Stirling Council,Ward 6 - Stirling East,Linda,HENDRY,Scottish Green Party,
Stirling Council,Ward 6 - Stirling East,Chris,KANE,Scottish Labour Party,
Stirling Council,Ward 6 - Stirling East,Alison,LAURIE,Scottish National Party (SNP),
Stirling Council,Ward 6 - Stirling East,Corrie,MCCHORD,Scottish Labour Party,
Stirling Council,Ward 6 - Stirling East,Gerry,MCLAUGHLAN,Scottish National Party (SNP),
Stirling Council,Ward 7 - Bannockburn,Maureen,BENNISON,Scottish National Party (SNP),
Stirling Council,Ward 7 - Bannockburn,Margaret,BRISLEY,Scottish Labour Party,
Stirling Council,Ward 7 - Bannockburn,Gordon,BRUCE,Scottish Liberal Democrats,
Stirling Council,Ward 7 - Bannockburn,Paul,HENKE,Scottish Conservative and Unionist,
Stirling Council,Ward 7 - Bannockburn,Alasdair,MACPHERSON,Scottish National Party (SNP),
Stirling Council,Ward 7 - Bannockburn,Jennifer,TOLLEMACHE,Scottish Green Party,
Stirling Council,Ward 7 - Bannockburn,Violet,WEIR,Scottish Labour Party,
49,,,,,
The City Of Edinburgh Council,Ward 1 - Almond,Kevin ,LANG,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 1 - Almond,Louise,YOUNG,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 1 - Almond,Graham,HUTCHISON,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 1 - Almond,Iain ,MCKINNON-WADDELL,Scottish Green Party,
The City Of Edinburgh Council,Ward 1 - Almond,Pamela,MITCHELL,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 1 - Almond,Norrie,WORK,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 1 - Almond,Daniel,FRASER,Scottish Libertarian Party,
The City Of Edinburgh Council,Ward 1 - Almond,Bruce,WHITEHEAD,Scottish Labour Party,
The City Of Edinburgh Council,Ward 1 - Almond,John,LONGSTAFF,Independent,
The City Of Edinburgh Council,Ward 1 - Almond,Otto,INGLIS,UKIP,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Evelyn,WESTON,Scottish Green Party,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Graeme,BRUCE,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Susan,WEBBER,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Neil,GARDINER,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Ricky,HENDERSON,Scottish Labour Party,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Emma,FARTHING,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 2 - Pentland Hills,Ernesta,NOREIKIENE,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 3 - Drum Brae/Gyle,Robert Christopher,ALDRIDGE,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 3 - Drum Brae/Gyle,Mark,BROWN,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 3 - Drum Brae/Gyle,Phyl,MEYER,Scottish Green Party,
The City Of Edinburgh Council,Ward 3 - Drum Brae/Gyle,Karen Ann,KEIL,Scottish Labour Party,
The City Of Edinburgh Council,Ward 3 - Drum Brae/Gyle,Claire,BRIDGMAN,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 4 - Forth,Gillian,MACKAY,Scottish Green Party,
The City Of Edinburgh Council,Ward 4 - Forth,Jim,CAMPBELL,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 4 - Forth,Heather,PUGH,Scottish Labour Party,
The City Of Edinburgh Council,Ward 4 - Forth,Cammy,DAY,Scottish Labour Party,
The City Of Edinburgh Council,Ward 4 - Forth,Nicola,ROSS,Independent,
The City Of Edinburgh Council,Ward 4 - Forth,George,GORDON,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 4 - Forth,Eleanor,BIRD,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 4 - Forth,Tim ,WIGHT,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 5 - Inverleith,Nigel,BAGSHAW,Scottish Green Party,
The City Of Edinburgh Council,Ward 5 - Inverleith,Tom,LAIRD,Scottish Libertarian Party,
The City Of Edinburgh Council,Ward 5 - Inverleith,Hal,OSLER,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 5 - Inverleith,Iain ,WHYTE,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 5 - Inverleith,Max,MITCHELL,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 5 - Inverleith,James,DALGLEISH,Scottish Labour Party,
The City Of Edinburgh Council,Ward 5 - Inverleith,Gavin,BARRIE,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 5 - Inverleith,Tina,WOOLNOUGH,Independent,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,Gillian,GLOYER,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,John Ferguson,SCOTT,Independent,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,Kate,NEVENS,Scottish Green Party,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,Scott,DOUGLAS,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,June,WHITELAW,Scottish Labour Party,
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,Frank,ROSS,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 6 - Corstorphine/Murrayfield,James,NISBET,UKIP,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Dan,HEAP,Scottish Green Party,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Ashley,GRACZYK,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Denis,DIXON,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Catherine,FULLERTON,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Carmel,SMITH,Scottish Labour Party,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Devin Scott,SCOBIE,Scottish Liberal Democrats ,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Donald,WILSON,Scottish Labour Party,
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Simon,HAYTER,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 7 - Sighthill/Gorgie,Calum,STRANGE,Scottish Libertarian Party,
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,Phil,DOGGART,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,Sara,MARSDEN,Scottish Green Party,
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,Richard John,LEWIS,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,David Richard,WALKER,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,Jason,RUST,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 8 - Colinton/Fairmilehead,Scott,ARTHUR,Scottish Labour Party,
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,Gavin,CORBETT,Scottish Green Party,
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,Andrew,JOHNSTON,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,David,KEY,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,Rojan,SUBRAMANI,Independent,
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,Anne,WIMBERLEY,Scottish Labour Party,
The City Of Edinburgh Council,Ward 9 - Fountainbridge/Craiglockhart,Jenni,LANG,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 10 - Morningside,Melanie,MAIN,Scottish Green Party,
The City Of Edinburgh Council,Ward 10 - Morningside,Nick,COOK,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 10 - Morningside,Chris,LAND,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 10 - Morningside,Mandy,WATT,Scottish Labour Party,
The City Of Edinburgh Council,Ward 10 - Morningside,Neil,ROSS,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 10 - Morningside,Sandy,HOWAT,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 11 - City Centre,Claire,MILLER,Scottish Green Party,
The City Of Edinburgh Council,Ward 11 - City Centre,Jo,MOWAT,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 11 - City Centre,David,STEVENS,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 11 - City Centre,Karen,DORAN,Scottish Labour Party,
The City Of Edinburgh Council,Ward 11 - City Centre,Alasdair,RANKIN,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 11 - City Centre,Peter,SIDOR,Scottish Libertarian Party,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Susan,RAE,Scottish Green Party,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Cristina,MARGA,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Nick,GARDNER,Scottish Labour Party,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Marion,DONALDSON,Scottish Labour Party,
The City Of Edinburgh Council,Ward 12 - Leith Walk,David Don,JACOBSEN,Socialist Labour Party,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Lewis,RITCHIE,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 12 - Leith Walk,Amy,MCNEESE-MECHAN,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 12 - Leith Walk,Harald ,TOBERMANN,Independent ,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Vita,ZAPOROZCENKO,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 12 - Leith Walk,Alan Gordon,MELVILLE,Independent,
The City Of Edinburgh Council,Ward 13 - Leith,Chas,BOOTH,Scottish Green Party,
The City Of Edinburgh Council,Ward 13 - Leith,Paul,PENMAN,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 13 - Leith,Gordon John,MUNRO,Labour and Co-operative Party,
The City Of Edinburgh Council,Ward 13 - Leith,Adam,MCVEY,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 13 - Leith,Sanne,DIJKSTRA-DOWNIE,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Alex,STANIFORTH,Scottish Green Party,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,John,MCLELLAN,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Joan,GRIFFITHS,Labour and Co-operative Party,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Lyndsay,MARTIN,Labour and Co-operative Party,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Alex,LUNN,Scottish National Party (SNP) ,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Patrick,HADFIELD,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Ian,CAMPBELL,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 14 - Craigentinny/Duddingston,Mridul,WADHWA,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 15 - Southside/Newington,Steve,BURGESS,Scottish Green Party,
The City Of Edinburgh Council,Ward 15 - Southside/Newington,Cameron,ROSE,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 15 - Southside/Newington,Alison,DICKIE,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 15 - Southside/Newington,Ian,PERRY,Scottish Labour Party,
The City Of Edinburgh Council,Ward 15 - Southside/Newington,Dan,FARTHING,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,Stephanie,SMITH,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,John,NICHOL,Scottish Green Party,
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,Lesley,MACINNES,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,Derek,HOWIE,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,John Christopher,KNOX,Scottish Liberal Democrats,
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,Tim,POGSON,Scottish Labour Party,
The City Of Edinburgh Council,Ward 16 - Liberton/Gilmerton,Lezley Marion,CAMERON,Scottish Labour Party,
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,KATE,CAMPBELL,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,Callum,LAIDLAW,Scottish Conservative and Unionist,
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,Maureen,CHILD,Scottish Labour Party,
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,Mike,BRIDGMAN,Scottish National Party (SNP),
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,MARY,CAMPBELL,Scottish Green Party,
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,David,WALKER,Scottish Labour Party,
The City Of Edinburgh Council,Ward 17 - Portobello/Craigmillar,Callum,LESLIE,Scottish Liberal Democrats,
120,,,,,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Malcolm,BANGOR-JONES,Independent,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Hugh,MORRISON,Independent,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Linda,MUNRO,Scottish Liberal Democrats,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Brendan,O'HANRAHAN,Independent,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Michael,SIMPSON,Independent,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",William,SINCLAIR,Labour and Co-operative Party,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Russell,TAYLOR,Scottish Conservative and Unionist,
The Highland Council,"Ward 1 -  North, West and Central Sutherland",Kirsteen,CURRIE,Scottish National Party (SNP),
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Gillian,COGHILL,Independent,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Tommy,FARMER,Independent,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Alexander,GLASGOW,Scottish Liberal Democrats,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Donnie,MACKAY,Independent,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Struan,MACKIE,Scottish Conservative and Unionist,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Sandra,OWSNETT,Scottish Green Party,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Matthew,REISS,Independent,
