Council name,Contest Name,First Name,Surname,Party Description,
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Karl,ROSIE,Scottish National Party (SNP),
The Highland Council,Ward 2 - Thurso and Northwest Caithness,Roger,SAXON,Labour and Co-operative Party,
The Highland Council,Ward 3 - Wick and East Caithness,Bill,FERNIE,Independent,
The Highland Council,Ward 3 - Wick and East Caithness,Luke,GRAHAM,Scottish Liberal Democrats,
The Highland Council,Ward 3 - Wick and East Caithness,Neil,MACDONALD,Labour and Co-operative Party,
The Highland Council,Ward 3 - Wick and East Caithness,A.I. Willie,MACKAY,Independent,
The Highland Council,Ward 3 - Wick and East Caithness,Linda,MALIK,Independent,
The Highland Council,Ward 3 - Wick and East Caithness,Catherine,PATTERSON,Independent,
The Highland Council,Ward 3 - Wick and East Caithness,ANDREW,SINCLAIR,Scottish Conservative and Unionist,
The Highland Council,Ward 3 - Wick and East Caithness,NICOLA,SINCLAIR,Independent,
The Highland Council,Ward 3 - Wick and East Caithness,Raymond,BREMNER,Scottish National Party (SNP),
The Highland Council,Ward 4 - East Sutherland and Edderton,Harry,CHRISTIAN,Scottish Libertarian Party,
The Highland Council,Ward 4 - East Sutherland and Edderton,Richard Gordon,GALE,Scottish Liberal Democrats,
The Highland Council,Ward 4 - East Sutherland and Edderton,Deirdre,MACKAY,Scottish Labour Party,
The Highland Council,Ward 4 - East Sutherland and Edderton,Jim,MCGILLIVRAY,Independent,
The Highland Council,Ward 4 - East Sutherland and Edderton,Eva,SHORT,Scottish Conservative and Unionist,
The Highland Council,Ward 4 - East Sutherland and Edderton,Graham,PHILLIPS,Scottish National Party (SNP),
The Highland Council,Ward 4 - East Sutherland and Edderton,George,GUNN,,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Christopher Alan,BIRT,Scottish Labour Party,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Biz,CAMPBELL,Independent,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Ian,COCKBURN,Scottish National Party (SNP),
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Topher,DAWSON,Scottish Green Party,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Richard,GREENE,Independent,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Alexander,MACINNES,Scottish National Party (SNP),
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Derek,MACLEOD,Scottish Conservative and Unionist,
The Highland Council,"Ward 5 - Wester Ross, Strathpeffer and Lochalsh",Kate,STEPHEN,Scottish Liberal Democrats,
The Highland Council,Ward 6 - Cromarty Firth,Bill,CURRAN,Scottish Labour Party,
The Highland Council,Ward 6 - Cromarty Firth,Mike,FINLAYSON,Independent,
The Highland Council,Ward 6 - Cromarty Firth,Sheila,FLETCHER,Independent,
The Highland Council,Ward 6 - Cromarty Firth,Mary,MACDONALD,Scottish Liberal Democrats,
The Highland Council,Ward 6 - Cromarty Firth,Pauline,MUNRO,Scottish National Party (SNP),
The Highland Council,Ward 6 - Cromarty Firth,Martin,RATTRAY,Independent,
The Highland Council,Ward 6 - Cromarty Firth,IAN,SMITH,Scottish Conservative and Unionist,
The Highland Council,Ward 6 - Cromarty Firth,MAXINE,SMITH,Scottish National Party (SNP),
The Highland Council,Ward 6 - Cromarty Firth,Carolyn,WILSON,Independent,
The Highland Council,Ward 7 - Tain and Easter Ross,Ron,FERGUSON,Scottish Conservative and Unionist,
The Highland Council,Ward 7 - Tain and Easter Ross,Derek,LOUDEN,Scottish National Party (SNP),
The Highland Council,Ward 7 - Tain and Easter Ross,Alasdair,RHIND,Independent,
The Highland Council,Ward 7 - Tain and Easter Ross,Fiona,ROBERTSON,Independent,
The Highland Council,Ward 7 - Tain and Easter Ross,Sandra,SKINNER,Independent,
The Highland Council,Ward 7 - Tain and Easter Ross,Jamie,STONE,Scottish Liberal Democrats,
The Highland Council,Ward 8 - Dingwall and Seaforth,Dave,ALLISON,,
The Highland Council,Ward 8 - Dingwall and Seaforth,David,JARDINE,Scottish Labour Party,
The Highland Council,Ward 8 - Dingwall and Seaforth,Reiner,LUYKEN,Scottish Conservative and Unionist,
The Highland Council,Ward 8 - Dingwall and Seaforth,Graham Alexander,MACKENZIE,Scottish National Party (SNP),
The Highland Council,Ward 8 - Dingwall and Seaforth,Alister,MACKINNON,Independent,
The Highland Council,Ward 8 - Dingwall and Seaforth,Angela,MACLEAN,Scottish Liberal Democrats,
The Highland Council,Ward 8 - Dingwall and Seaforth,Margaret,PATERSON,Independent,
The Highland Council,Ward 9 - Black Isle,Gordon,ADAM,Scottish Liberal Democrats,
The Highland Council,Ward 9 - Black Isle,Jennifer,BARCLAY,Independent,
The Highland Council,Ward 9 - Black Isle,Craig,FRASER,Scottish National Party (SNP),
The Highland Council,Ward 9 - Black Isle,Michael,MACMILLAN,Scottish Labour Party,
The Highland Council,Ward 9 - Black Isle,RAINIE,SMITH,Scottish Conservative and Unionist,
The Highland Council,Ward 9 - Black Isle,Vikki,TRELFER,Scottish Green Party,
The Highland Council,Ward 9 - Black Isle,BEV,SMITH,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,Campbell,DICKSON,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,John,FINLAYSON,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,Hamish,FRASER,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,CALUM,MACLEOD,Scottish National Party (SNP),
The Highland Council,Ward 10 - Eilean a' Cheò,MALCOLM,MACLEOD,Scottish Conservative and Unionist,
The Highland Council,Ward 10 - Eilean a' Cheò,Drew,MILLAR,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,Peter,O'DONNGHAILE,Scottish Labour Party,
The Highland Council,Ward 10 - Eilean a' Cheò,Ian,RENWICK,Scottish National Party (SNP),
The Highland Council,Ward 10 - Eilean a' Cheò,Moira Elisobeth,SCOBBIE,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,KEN,MACLEOD,Scottish Liberal Democrats,
The Highland Council,Ward 10 - Eilean a' Cheò,John,GORDON,Independent,
The Highland Council,Ward 10 - Eilean a' Cheò,Ronald,MACDONALD,Independent,
The Highland Council,Ward 11 - Caol and Mallaig,Susan,CARSTAIRS,Scottish Labour Party,
The Highland Council,Ward 11 - Caol and Mallaig,Allan,HENDERSON,Independent,
The Highland Council,Ward 11 - Caol and Mallaig,Denis,RIXSON,Scottish Liberal Democrats,
The Highland Council,Ward 11 - Caol and Mallaig,Liz,SAGGERS,Scottish Conservative and Unionist,
The Highland Council,Ward 11 - Caol and Mallaig,Liam,SIMMONDS,Independent,
The Highland Council,Ward 11 - Caol and Mallaig,Ben,THOMPSON,Independent,
The Highland Council,Ward 11 - Caol and Mallaig,Billy,MACLACHLAN,Scottish National Party (SNP),
The Highland Council,Ward 12 - Aird and Loch Ness,Chris,BALLANCE,Scottish Green Party,
The Highland Council,Ward 12 - Aird and Loch Ness,Helen,CARMICHAEL,Independent,
The Highland Council,Ward 12 - Aird and Loch Ness,George,CRUICKSHANK,Scottish Conservative and Unionist,
The Highland Council,Ward 12 - Aird and Loch Ness,Margaret,DAVIDSON,Independent,
The Highland Council,Ward 12 - Aird and Loch Ness,Jean,DAVIS,Scottish Liberal Democrats,
The Highland Council,Ward 12 - Aird and Loch Ness,Matt,FRIESS,Scottish National Party (SNP),
The Highland Council,Ward 12 - Aird and Loch Ness,Emma,KNOX,Scottish National Party (SNP),
The Highland Council,Ward 13 -  Inverness West,Bill,BOYD,Scottish National Party (SNP),
The Highland Council,Ward 13 -  Inverness West,Allan,DUFFY,Independent,
The Highland Council,Ward 13 -  Inverness West,Adie,EGHTEDAR,Scottish Labour Party,
The Highland Council,Ward 13 -  Inverness West,Alex,GRAHAM,Liberal Democrat Focus Team,
The Highland Council,Ward 13 -  Inverness West,Cath,MACINNES,Scottish National Party (SNP),
The Highland Council,Ward 13 -  Inverness West,Fergus,MACKENZIE,Scottish Conservative and Unionist,
The Highland Council,Ward 13 -  Inverness West,Graham,ROSS,Independent,
The Highland Council,Ward 14 - Inverness Central,Janet,CAMPBELL,Independent,
The Highland Council,Ward 14 - Inverness Central,Russell,DEACON,Scottish Green Party,
The Highland Council,Ward 14 - Inverness Central,DONNIE,KERR,Independent,
The Highland Council,Ward 14 - Inverness Central,Donald,MACKENZIE,Scottish Conservative and Unionist,
The Highland Council,Ward 14 - Inverness Central,Bet,MCALLISTER,Scottish Labour Party,
The Highland Council,Ward 14 - Inverness Central,Diane,WILKINSON,Independent,
The Highland Council,Ward 14 - Inverness Central,Richard,LAIRD,Scottish National Party (SNP),
The Highland Council,Ward 14 - Inverness Central,MARGOT,KERR,Scottish Liberal Democrats,
The Highland Council,Ward 15 - Inverness Ness-side,Alasdair,CHRISTIE,Scottish Liberal Democrat Focus Team,
The Highland Council,Ward 15 - Inverness Ness-side,Ron,MACWILLIAM,Scottish National Party (SNP),
The Highland Council,Ward 15 - Inverness Ness-side,Fraser,PARR,Scottish Labour Party,
The Highland Council,Ward 15 - Inverness Ness-side,Jean,SLATER,Independent,
The Highland Council,Ward 15 - Inverness Ness-side,Callum,SMITH,Scottish Conservative and Unionist,
The Highland Council,Ward 15 - Inverness Ness-side,Feargus,MURRAY,Scottish Socialist Party,
The Highland Council,Ward 16 - Inverness Millburn,Ian,BROWN,Scottish National Party (SNP),
The Highland Council,Ward 16 - Inverness Millburn,Zosia,FRASER,Independent,
The Highland Council,Ward 16 - Inverness Millburn,Jimmy,GRAY,Scottish Labour Party,
The Highland Council,Ward 16 - Inverness Millburn,Jackie,HENDRY,Scottish National Party (SNP),
The Highland Council,Ward 16 - Inverness Millburn,Isabelle,MACKENZIE,Scottish Conservative and Unionist,
The Highland Council,Ward 16 - Inverness Millburn,Anne,THOMAS,Scottish Green Party,
The Highland Council,Ward 16 - Inverness Millburn,John,WEST,Scottish Liberal Democrats,
The Highland Council,Ward 17 - Culloden and Ardersier,Roddy,BALFOUR,Independent,
The Highland Council,Ward 17 - Culloden and Ardersier,Glynis,CAMPBELL-SINCLAIR,Scottish National Party (SNP),
The Highland Council,Ward 17 - Culloden and Ardersier,Raine,CULLEN,Scottish Conservative and Unionist,
The Highland Council,Ward 17 - Culloden and Ardersier,Thomas,LAMONT,Independent,
The Highland Council,Ward 17 - Culloden and Ardersier,Donnie,MACLEOD,Scottish Green Party,
The Highland Council,Ward 17 - Culloden and Ardersier,Pauline,MUNRO,Scottish National Party (SNP),
The Highland Council,Ward 17 - Culloden and Ardersier,Trish,ROBERTSON,Scottish Liberal Democrats,
The Highland Council,Ward 17 - Culloden and Ardersier,Matt,WAKELING,Scottish Labour Party,
The Highland Council,Ward 18 - Nairn and Cawdor,Ritchie,CUNNINGHAM,Scottish Liberal Democrats,
The Highland Council,Ward 18 - Nairn and Cawdor,Laurie,FRASER,Independent,
The Highland Council,Ward 18 - Nairn and Cawdor,Stephen,FULLER,Scottish National Party (SNP),
The Highland Council,Ward 18 - Nairn and Cawdor,Michael,GREEN,Independent,
The Highland Council,Ward 18 - Nairn and Cawdor,Tom,HEGGIE,Independent,
The Highland Council,Ward 18 - Nairn and Cawdor,Andrew,MACKINTOSH,Scottish Labour Party,
The Highland Council,Ward 18 - Nairn and Cawdor,Paul,MCIVOR,Independent,
The Highland Council,Ward 18 - Nairn and Cawdor,Peter,SAGGERS,Scottish Conservative and Unionist,
The Highland Council,Ward 18 - Nairn and Cawdor,Liz,MACDONALD,Scottish National Party (SNP),
The Highland Council,Ward 18 - Nairn and Cawdor,Louis,MCINTOSH,Scottish Socialist Party,
The Highland Council,Ward 19 -  Inverness South,Donald Macleod,BOYD,"Scottish Christian Party ""Proclaiming Christ's Lordship""",
The Highland Council,Ward 19 -  Inverness South,Carolyn,CADDICK,Scottish Liberal Democrats,
The Highland Council,Ward 19 -  Inverness South,Jim,CRAWFORD,Independent,
The Highland Council,Ward 19 -  Inverness South,Shaun,FRASER,Scottish Labour Party,
The Highland Council,Ward 19 -  Inverness South,KEN,GOWANS,Scottish National Party (SNP),
The Highland Council,Ward 19 -  Inverness South,Andrew,JARVIE,Scottish Conservative and Unionist,
The Highland Council,Ward 19 -  Inverness South,Duncan,MACPHERSON,Independent,
The Highland Council,Ward 19 -  Inverness South,MICHELLE,GOWANS,Scottish National Party (SNP),
The Highland Council,Ward 20 - Badenoch and Strathspey,John,BRUCE,Scottish Conservative and Unionist,
The Highland Council,Ward 20 - Badenoch and Strathspey,Muriel,COCKBURN,Scottish National Party (SNP),
The Highland Council,Ward 20 - Badenoch and Strathspey,Stewart,DICK,Independent,
The Highland Council,Ward 20 - Badenoch and Strathspey,Pippa,HADLEY,Scottish Green Party,
The Highland Council,Ward 20 - Badenoch and Strathspey,Bill,LOBBAN,Independent,
The Highland Council,Ward 20 - Badenoch and Strathspey,Gregor,RIMELL,Scottish Liberal Democrats,
The Highland Council,Ward 20 - Badenoch and Strathspey,Donald Gunn,MACDONALD,Independent,
The Highland Council,Ward 20 - Badenoch and Strathspey,Les,DURANCE,UKIP,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Andrew Phillip,BAXTER,Independent,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Joanne Elizabeth,MATHESON,Independent,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Ian,RAMON,Scottish Conservative and Unionist,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Sally,SEMPLE,Scottish Labour Party,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Trevor Ernest,ESCOTT,Scottish Liberal Democrats,
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Blair,ALLAN,Scottish National Party (SNP),
The Highland Council,Ward 21 - Fort William and Ardnamurchan,Niall,MCLEAN,Scottish National Party (SNP),
165,,,,,
The Moray Council ,Ward 1 - Speyside Glenlivet,Angus,ANDERSON,Scottish National Party (SNP),
The Moray Council ,Ward 1 - Speyside Glenlivet,Louise Margaret,LAING,Scottish National Party (SNP),
The Moray Council ,Ward 1 - Speyside Glenlivet,Derek,ROSS,Independent,
The Moray Council ,Ward 1 - Speyside Glenlivet,Walter,WILSON,Scottish Conservative and Unionist,
The Moray Council ,Ward 2 - Keith and Cullen,Rob,BARSBY,Independent,
The Moray Council ,Ward 2 - Keith and Cullen,Theresa Ann,COULL,Scottish National Party (SNP),
The Moray Council ,Ward 2 - Keith and Cullen,Donald,GATT,Scottish Conservative and Unionist,
The Moray Council ,Ward 2 - Keith and Cullen,Iain Michael,GRIEVE,Scottish National Party (SNP),
The Moray Council ,Ward 2 - Keith and Cullen,Ron,SHEPHERD,Independent,
The Moray Council ,Ward 3 - Buckie,Gordon,COWIE,Independent,
The Moray Council ,Ward 3 - Buckie,Tim,EAGLE,Scottish Conservative and Unionist,
The Moray Council ,Ward 3 - Buckie,Gordon,MCDONALD,Scottish National Party (SNP),
The Moray Council ,Ward 3 - Buckie,Sonya,WARREN,Scottish National Party (SNP),
The Moray Council ,Ward 4 - Fochabers Lhanbryde,David,BREMNER,Scottish National Party (SNP),
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Donald,CAMERON,Scottish Liberal Democrats,
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Kenneth John,GILLESPIE,Independent,
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Peter Jonathan,HORTON,Scottish Liberal Democrats,
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Marc,MACRAE,Scottish Conservative and Unionist,
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Shona,MORRISON,Scottish National Party (SNP),
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Sean Murray,MORTON,,
The Moray Council ,Ward 4 - Fochabers Lhanbryde,Ian,TAYLOR,Independent,
The Moray Council ,Ward 5 - Heldon and Laich,James,ALLAN,Scottish Conservative and Unionist,
The Moray Council ,Ward 5 - Heldon and Laich,John,COWE,Independent,
The Moray Council ,Ward 5 - Heldon and Laich,Ryan John,EDWARDS,Independent,
The Moray Council ,Ward 5 - Heldon and Laich,James,MACKESSACK-LEITCH,Scottish Greens,
The Moray Council ,Ward 5 - Heldon and Laich,John,MITCHELL,Scottish Liberal Democrats,
The Moray Council ,Ward 5 - Heldon and Laich,Amy,PATIENCE,Scottish National Party (SNP),
The Moray Council ,Ward 5 - Heldon and Laich,Dennis,SLATER,Independent,
The Moray Council ,Ward 6 - Elgin City North,Billy,ADAMS,Independent,
The Moray Council ,Ward 6 - Elgin City North,Frank,BROWN,Scottish Conservative and Unionist,
The Moray Council ,Ward 6 - Elgin City North,Sandy,COOPER,,
The Moray Council ,Ward 6 - Elgin City North,Paula,COY,Scottish National Party (SNP),
The Moray Council ,Ward 6 - Elgin City North,Patsy,GOWANS,Scottish National Party (SNP),
The Moray Council ,Ward 6 - Elgin City North,Nick,TAYLOR,Scottish Labour Party,
The Moray Council ,Ward 7 - Elgin City South,John,DIVERS,Scottish Labour Party,
The Moray Council ,Ward 7 - Elgin City South,Graham,LEADBITTER,Scottish National Party (SNP),
The Moray Council ,Ward 7 - Elgin City South,Sean,MALONE,Independent,
The Moray Council ,Ward 7 - Elgin City South,Ray,MCLEAN,Scottish Conservative and Unionist,
The Moray Council ,Ward 8 - Forres,George,ALEXANDER,Independent,
The Moray Council ,Ward 8 - Forres,Lorna,CRESWELL,Independent,
The Moray Council ,Ward 8 - Forres,Claire,FEAVER,Scottish Conservative and Unionist,
The Moray Council ,Ward 8 - Forres,Jeff,HAMILTON,Independent,
The Moray Council ,Ward 8 - Forres,Aaron,MCLEAN,Scottish National Party (SNP),
The Moray Council ,Ward 8 - Forres,Fabio,VILLANI,Scottish Greens,
The Moray Council ,Ward 8 - Forres,Terry,MONAGHAN,Independent,
45,,,,,
West Dunbartonshire Council,Ward 1 - Lomond,Jonathan,MCCOLL,Scottish National Party (SNP),
West Dunbartonshire Council,Ward 1 - Lomond,Sally,PAGE,Scottish Conservative and Unionist,
West Dunbartonshire Council,Ward 1 - Lomond,Chris,POLLOCK,Scottish National Party (SNP),
West Dunbartonshire Council,Ward 1 - Lomond,Louise,ROBERTSON,West Dunbartonshire Community Party,
West Dunbartonshire Council,Ward 1 - Lomond,Martin,ROONEY,Scottish Labour Party,
West Dunbartonshire Council,Ward 1 - Lomond,Hazel,SORRELL,Scottish Labour Party,
West Dunbartonshire Council,Ward 1 - Lomond,George,RICE,Independent,
West Dunbartonshire Council,Ward 2 - Leven,Jim,BOLLAN,West Dunbartonshire Community Party,
West Dunbartonshire Council,Ward 2 - Leven,Ian,DICKSON,Scottish National Party (SNP),
West Dunbartonshire Council,Ward 2 - Leven,George,DRUMMOND,Scottish Liberal Democrats,
West Dunbartonshire Council,Ward 2 - Leven,Caroline,MCALLISTER,Scottish National Party (SNP),
West Dunbartonshire Council,Ward 2 - Leven,Michelle Marie,MCGINTY,Scottish Labour Party,
West Dunbartonshire Council,Ward 2 - Leven,John Kelly,MILLAR,Scottish Labour Party,
West Dunbartonshire Council,Ward 2 - Leven,Peter,PARLANE,Scottish Conservative and Unionist,
West Dunbartonshire Council,Ward 2 - Leven,Sean,QUINN,Scottish Green Party,
West Dunbartonshire Council,Ward 3 - Dumbarton,George,BLACK,West Dunbartonshire Community Party,
